"","NAME","Pop2015","Pop2016.x","ATF.Region","LicCount","LicCountMonthly","perCapFFLyear","perCapitaFFL","Category","PerCapCategory"
"435","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"35000 to 49999",5597.01264703677
"436","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"35000 to 49999",5552.54058054765
"437","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"35000 to 49999",5248.57365912031
"438","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"35000 to 49999",5152.89139912244
"439","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"35000 to 49999",4670.82579027991
"440","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"35000 to 49999",5541.23240951583
"441","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"35000 to 49999",5895.20840545553
"442","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"35000 to 49999",5716.53584139392
"443","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"35000 to 49999",4636.92074110053
"444","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"35000 to 49999",4233.66298494766
"445","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"35000 to 49999",5332.68725802124
"446","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"35000 to 49999",4455.61426490098
"447","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"35000 to 49999",4877.69830551556
"448","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"35000 to 49999",6224.02592429441
"449","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"35000 to 49999",5630.05299510688
"450","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"35000 to 49999",5230.12471123765
"451","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"50000 to 74999",6771.03180448611
"452","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"50000 to 74999",6002.73888484484
"453","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"50000 to 74999",6791.94850360796
"454","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"50000 to 74999",6803.73917046946
"455","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"50000 to 74999",5423.92625110466
"456","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"50000 to 74999",6968.05133369268
"457","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"50000 to 74999",5959.96844950666
"458","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"50000 to 74999",7021.45378126337
"459","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"50000 to 74999",6819.93037856323
"460","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"50000 to 74999",6524.56227318514
"461","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"50000 to 74999",5569.67463935552
"462","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"50000 to 74999",6831.47726200185
"463","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"50000 to 74999",6535.07635730284
"464","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"50000 to 74999",7340.68697102333
"465","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"50000 to 74999",8149.87317412541
"466","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"50000 to 74999",7418.90632090249
"467","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"50000 to 74999",7020.42299311736
"468","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"50000 to 74999",6067.28273534149
"469","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"50000 to 74999",8038.21541641562
"470","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"50000 to 74999",6212.3064235545
"471","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"50000 to 74999",5924.20531997689
"472","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"50000 to 74999",7275.31980904876
"473","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"50000 to 74999",7402.41367202712
"474","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"50000 to 74999",6132.54162220386
"475","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"50000 to 74999",7306.72735806764
"476","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"50000 to 74999",7917.69458168172
"477","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"50000 to 74999",7583.97620612906
"478","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"50000 to 74999",6901.91115204535
"479","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"50000 to 74999",6926.90083759927
"480","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"50000 to 74999",5565.73918565225
"481","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"50000 to 74999",6261.86288892905
"482","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"50000 to 74999",5970.93834599092
"483","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"50000 to 74999",6817.87671897661
"484","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"50000 to 74999",7082.6831475817
"485","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"50000 to 74999",7343.5981539135
"486","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"50000 to 74999",7090.74439002368
"487","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"50000 to 74999",7255.38123466631
"488","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"50000 to 74999",7128.81216119195
"489","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"50000 to 74999",6369.30789583623
"490","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"50000 to 74999",7097.33192177712
"491","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"50000 to 74999",7794.33594546805
"492","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"50000 to 74999",7097.71228629446
"493","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"50000 to 74999",6182.56098813404
"494","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"50000 to 74999",6475.01397697878
"495","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"50000 to 74999",7856.55450990915
"496","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"50000 to 74999",6460.64068410642
"497","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"50000 to 74999",6935.47727815493
"498","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"50000 to 74999",6902.28515963419
"499","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"50000 to 74999",8002.71818590192
"500","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"50000 to 74999",7337.78690830357
"501","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"75000 to 99999",4070.22698359558
"502","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"75000 to 99999",5087.06685156342
"503","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"75000 to 99999",4335.2862788987
"504","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"75000 to 99999",3997.67725270522
"505","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"75000 to 99999",4034.87196728517
"506","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"75000 to 99999",5102.28895472579
"507","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"75000 to 99999",4685.509787348
"508","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"75000 to 99999",5564.87560323533
"509","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"75000 to 99999",4202.55169273626
"510","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"75000 to 99999",4122.66297481479
"511","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"75000 to 99999",4537.09450958736
"512","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"75000 to 99999",4337.4458806361
"513","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"75000 to 99999",4742.59827072835
"514","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"75000 to 99999",4754.33093978195
"515","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"75000 to 99999",5553.09985884035
"516","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"75000 to 99999",4818.46493007069
"517","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"75000 to 99999",4305.34227754711
"518","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"75000 to 99999",4057.26268805044
"519","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"75000 to 99999",5372.48071199207
"520","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"75000 to 99999",4868.12316231756
"521","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"75000 to 99999",4565.78881348537
"522","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"75000 to 99999",4668.65442291899
"523","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"75000 to 99999",5483.26938668675
"524","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"75000 to 99999",3989.84635661456
"525","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"75000 to 99999",4688.8089998295
"526","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"75000 to 99999",4742.57848039819
"527","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"75000 to 99999",5186.96818243024
"528","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"75000 to 99999",4733.77152313058
"529","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"75000 to 99999",5681.6152937612
"530","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"75000 to 99999",4352.6934657024
"531","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"75000 to 99999",4028.09893439881
"532","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"75000 to 99999",4322.51978421429
"533","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"75000 to 99999",4366.50531440075
"534","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"75000 to 99999",5550.17275892368
"535","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"75000 to 99999",4842.80526906728
"536","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"75000 to 99999",4351.99126583464
"537","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"75000 to 99999",4862.64912536146
"538","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"75000 to 99999",4959.17367735092
"539","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"75000 to 99999",5056.84445063362
"540","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"75000 to 99999",4440.57665694077
"541","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"75000 to 99999",5618.25230587037
"542","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"75000 to 99999",4258.62737177668
"543","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"75000 to 99999",4121.70732542269
"544","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"75000 to 99999",4669.48123339816
"545","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"75000 to 99999",5780.47015754974
"546","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"75000 to 99999",4752.65521589438
"547","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"75000 to 99999",5258.76848563396
"548","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"75000 to 99999",4308.94102451152
"549","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"75000 to 99999",5630.05299510688
"550","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"75000 to 99999",5620.43252550912
"551","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"100000 to 149999",3994.14797455641
"552","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"100000 to 149999",6375.79045395949
"553","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"100000 to 149999",4371.41366455619
"554","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"100000 to 149999",3574.84600482294
"555","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"100000 to 149999",5060.12631962813
"556","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"100000 to 149999",6130.36210231979
"557","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"100000 to 149999",6372.29331079328
"558","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"100000 to 149999",5378.13481118046
"559","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"100000 to 149999",4091.95822713794
"560","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"100000 to 149999",4445.30616414812
"561","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"100000 to 149999",5882.57770898224
"562","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"100000 to 149999",4229.0097336202
"563","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"100000 to 149999",5489.46414013439
"564","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"100000 to 149999",4526.12305467242
"565","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"100000 to 149999",5233.49698926681
"566","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"100000 to 149999",5315.60813714147
"567","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"100000 to 149999",3995.0473386248
"568","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"100000 to 149999",4317.82084232891
"569","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"100000 to 149999",4798.32246796239
"570","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"100000 to 149999",6539.26991953105
"571","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"100000 to 149999",6490.21219768169
"572","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"100000 to 149999",4746.46532996764
"573","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"100000 to 149999",6227.42737487996
"574","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"100000 to 149999",3472.64405112749
"575","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"100000 to 149999",4688.8089998295
"576","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"100000 to 149999",4622.00445123552
"577","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"100000 to 149999",5462.03467695305
"578","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"100000 to 149999",4480.82189975719
"579","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"100000 to 149999",6771.24014461951
"580","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"100000 to 149999",6065.22859974925
"581","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"100000 to 149999",4028.09893439881
"582","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"100000 to 149999",5384.83396847034
"583","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"100000 to 149999",4289.89995800775
"584","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"100000 to 149999",6585.65275126018
"585","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"100000 to 149999",4922.19551937986
"586","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"100000 to 149999",4201.92260149552
"587","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"100000 to 149999",5055.61139224088
"588","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"100000 to 149999",5230.37848783105
"589","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"100000 to 149999",5713.07617323493
"590","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"100000 to 149999",4061.04019053557
"591","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"100000 to 149999",4747.8188500313
"592","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"100000 to 149999",4143.52933470163
"593","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"100000 to 149999",4636.92074110053
"594","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"100000 to 149999",4794.00073295544
"595","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"100000 to 149999",5739.76262122896
"596","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"100000 to 149999",5940.81901986797
"597","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"100000 to 149999",6020.90884587077
"598","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"100000 to 149999",3790.27219748698
"599","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"100000 to 149999",5469.19433810382
"600","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"100000 to 149999",6674.26362404208
"601","Alabama",4853875,4863300,1,14761,1230.08333333333,303.518187239117,25.2931822699265,"150000 or more",2586.68630733177
"602","Alaska",737709,741894,9,7284,607,981.811417803622,81.8176181503018,"150000 or more",5154.89440958427
"603","Arizona",6817565,6931071,9,21759,1813.25,313.934166884166,26.1611805736805,"150000 or more",3143.08255220156
"604","Arkansas",2977853,2988248,5,15251,1270.91666666667,510.365940176317,42.5304950146931,"150000 or more",2114.15623941141
"605","California",38993940,39250017,9,30579,2548.25,77.9082465110779,6.49235387592316,"150000 or more",5423.92625110466
"606","Colorado",5448819,5540545,5,20702,1725.16666666667,373.645552919433,31.1371294099528,"150000 or more",4988.05860499312
"607","Connecticut",3584730,3576452,6,6473,539.416666666667,180.98942751084,15.08245229257,"150000 or more",6972.03856357383
"608","Delaware",944076,952065,8,1433,119.416666666667,150.514933329132,12.542911110761,"150000 or more",4295.03821726217
"609","Florida",20244914,20612439,1,38357,3196.41666666667,186.086663494796,15.5072219578996,"150000 or more",3170.34601381858
"610","Georgia",10199398,10310371,1,23825,1985.41666666667,231.078008735088,19.256500727924,"150000 or more",3333.97962311109
"611","Hawaii",1425157,1428557,9,1252,104.333333333333,87.6408851729402,7.30340709774502,"150000 or more",4975.15880706476
"612","Idaho",1652828,1683140,9,11462,955.166666666667,680.989103699039,56.7490919749199,"150000 or more",2096.43217564078
"613","Illinois",12839047,12801539,3,24367,2030.58333333333,190.344301571866,15.8620251309888,"150000 or more",4667.91168378775
"614","Indiana",6612768,6633053,4,17601,1466.75,265.352922703919,22.1127435586599,"150000 or more",2624.39067875964
"615","Iowa",3121997,3134693,5,15442,1286.83333333333,492.616023323496,41.051335276958,"150000 or more",2916.3761848586
"616","Kansas",2906721,2907289,5,13432,1119.33333333333,462.011172607883,38.5009310506569,"150000 or more",3174.06816822117
"617","Kentucky",4424611,4436974,4,16951,1412.58333333333,382.039651347968,31.8366376123307,"150000 or more",2404.78577664794
"618","Louisiana",4668960,4681666,5,14627,1218.91666666667,312.431514764189,26.0359595636824,"150000 or more",2940.58488399986
"619","Maine",1329453,1331479,6,6210,517.5,466.398643914023,38.866553659502,"150000 or more",2952.81382643839
"620","Maryland",5994983,6016447,8,7083,590.25,117.727289877232,9.81060748976929,"150000 or more",6938.89197016906
"621","Massachusetts",6784240,6811779,6,5880,490,86.3210623832629,7.19342186527191,"150000 or more",6905.28390799854
"622","Michigan",9917715,9928300,4,26151,2179.25,263.398541200554,21.9498784333795,"150000 or more",3229.15264251897
"623","Minnesota",5482435,5519952,3,17391,1449.25,315.057087452934,26.2547572877445,"150000 or more",4739.11139849355
"624","Mississippi",2989390,2988726,1,11264,938.666666666667,376.882992954188,31.4069160795157,"150000 or more",1699.37900374324
"625","Missouri",6076204,6093000,5,26691,2224.25,438.060068931561,36.5050057442967,"150000 or more",2969.57903322535
"626","Montana",1032073,1042520,9,12987,1082.25,1245.73149675786,103.810958063155,"150000 or more",2692.81998463287
"627","Nebraska",1893765,1907116,5,8228,685.666666666667,431.436787274607,35.9530656062173,"150000 or more",3261.50272077053
"628","Nevada",2883758,2940058,9,7452,621,253.464387437255,21.1220322864379,"150000 or more",2926.98849903494
"629","New Hampshire",1330111,1334795,6,5961,496.75,446.585430721571,37.215452560131,"150000 or more",5876.1911599859
"630","New Jersey",8935421,8944469,8,3957,329.75,44.2396300998975,3.68663584165812,"150000 or more",6957.17398206531
"631","New Mexico",2080328,2081015,5,8291,690.916666666667,398.411352152675,33.200946012723,"150000 or more",2526.71660430471
"632","New York",19747183,19745289,6,19935,1661.25,100.960791204423,8.41339926703529,"150000 or more",5494.72853925545
"633","North Carolina",10035186,10146788,1,28769,2397.41666666667,283.528147035298,23.6273455862749,"150000 or more",3025.91157752333
"634","North Dakota",756835,757952,3,4952,412.666666666667,653.339525458077,54.4449604548397,"150000 or more",4556.11196628063
"635","Ohio",11605090,11614373,4,29632,2469.33333333333,255.132153926863,21.2610128272386,"150000 or more",3175.61001250313
"636","Oklahoma",3907414,3923561,5,18364,1530.33333333333,468.044207800006,39.0036839833339,"150000 or more",2701.23595810426
"637","Oregon",4024634,4093465,9,17350,1445.83333333333,423.846301360828,35.3205251134023,"150000 or more",3589.09816395727
"638","Pennsylvania",12791904,12784227,8,30633,2552.75,239.615582545585,19.9679652121321,"150000 or more",3990.58506849332
"639","Rhode Island",1055607,1056426,6,1087,90.5833333333333,102.894097646215,8.57450813718456,"150000 or more",4555.02019217379
"640","South Carolina",4894834,4961119,1,13354,1112.83333333333,269.173144203959,22.4310953503299,"150000 or more",2580.84797155532
"641","South Dakota",857919,865454,3,6194,516.166666666667,715.6937283784,59.6411440315334,"150000 or more",2769.56099585159
"642","Tennessee",6595056,6651194,1,18427,1535.58333333333,277.048000704836,23.0873333920697,"150000 or more",2762.35288980109
"643","Texas",27429639,27862596,5,75956,6329.66666666667,272.609199803206,22.7174333169338,"150000 or more",3915.62195915156
"644","Utah",2990632,3051217,9,11105,925.416666666667,363.953137387475,30.3294281156229,"150000 or more",3237.50698848939
"645","Vermont",626088,624594,6,3724,310.333333333333,596.227309260095,49.6856091050079,"150000 or more",3622.97073254878
"646","Virginia",8367587,8411808,1,20580,1715,244.65608344841,20.3880069540341,"150000 or more",5866.55878211962
"647","Washington",7160290,7288000,9,14427,1202.25,197.955543358946,16.4962952799122,"150000 or more",5068.23339557476
"648","West Virginia",1841053,1831102,4,10736,894.666666666667,586.313596948723,48.8594664123936,"150000 or more",1915.0848997829
"649","Wisconsin",5767891,5778708,3,18875,1572.91666666667,326.63010486081,27.2191754050675,"150000 or more",3176.95847581031
"650","Wyoming",586555,585501,5,7358,613.166666666667,1256.70152570192,104.725127141827,"150000 or more",3161.49329559888
